gene_tag	length	hits	percent
Rv1876	480	0	0.0
Rv1877	2064	0	0.0
Rv1878	1353	0	0.0
Rv1879	1137	0	0.0
Rv1880c	1317	0	0.0
Rv1881c	423	0	0.0
Rv1882c	834	0	0.0
Rv1883c	462	0	0.0
Rv1884c	531	0	0.0
Rv1885c	600	0	0.0
Rv1886c	978	0	0.0
Rv1887	1143	0	0.0
Rv1890c	612	0	0.0
Rv1891	408	0	0.0
Rv1892	312	0	0.0
Rv1893	219	0	0.0
Rv1894c	1131	0	0.0
Rv1895	1155	0	0.0
Rv1896c	912	0	0.0
Rv1897c	432	0	0.0
Rv1898	309	0	0.0
Rv1899c	1032	0	0.0
Rv1900c	1389	0	0.0
Rv1901	1293	0	0.0
Rv1902c	1269	0	0.0
Rv1903	405	0	0.0
Rv1904	432	0	0.0
Rv1905c	963	0	0.0
Rv1906c	471	0	0.0
Rv1907c	648	0	0.0
Rv1908c	2223	0	0.0
Rv1909c	444	0	0.0
Rv1910c	594	0	0.0
Rv1911c	606	0	0.0
Rv1912c	1005	0	0.0
Rv1913	753	0	0.0
Rv1914c	408	0	0.0
Rv1915	1104	0	0.0
Rv1916	1197	0	0.0
Rv1917c	4380	4380	100.0
Rv1918c	2964	2964	100.0
Rv1919c	465	0	0.0
Rv1920	864	0	0.0
Rv1921c	1272	0	0.0
Rv1922	1116	0	0.0
Rv1923	1341	0	0.0
Rv1924c	381	0	0.0
Rv1925	1863	0	0.0
Rv1926c	480	0	0.0
Rv1927	774	0	0.0
Rv1928c	768	0	0.0
Rv1929c	645	0	0.0
Rv1930c	525	0	0.0
Rv1931c	780	0	0.0
Rv1932	498	0	0.0
Rv1933c	1092	0	0.0
Rv1934c	1230	0	0.0
Rv1935c	957	0	0.0
Rv1936	1110	0	0.0
Rv1937	2520	0	0.0
Rv1938	1071	0	0.0
Rv1939	516	0	0.0
Rv1940	1062	0	0.0
Rv1941	771	0	0.0
Rv1942c	330	0	0.0
Rv1943c	378	0	0.0
Rv1944c	591	0	0.0
Rv1945	1365	1362	99.78021978021978
Rv1946c	453	0	0.0
Rv1947	402	0	0.0
Rv1948c	351	0	0.0
Rv1950c	192	0	0.0
Rv1951c	297	0	0.0
Rv1952	216	0	0.0
Rv1953	312	0	0.0
Rv1954c	522	0	0.0
Rv1955	378	0	0.0
Rv1956	450	0	0.0
Rv1957	546	0	0.0
Rv1958c	615	0	0.0
Rv1959c	297	0	0.0
Rv1960c	252	0	0.0
Rv1961	495	0	0.0
Rv1962c	408	0	0.0
Rv1962A	273	0	0.0
Rv1963c	1221	0	0.0
Rv1964	798	0	0.0
Rv1965	816	0	0.0
Rv1966	1278	0	0.0
Rv1967	1029	0	0.0
Rv1968	1233	0	0.0
Rv1969	1272	0	0.0
Rv1970	1134	0	0.0
Rv1971	1314	0	0.0
Rv1972	576	0	0.0
Rv1973	483	0	0.0
Rv1974	378	0	0.0
Rv1975	666	0	0.0
Rv1976c	408	0	0.0
Rv1977	1047	0	0.0
Rv1978	849	0	0.0
Rv1979c	1446	0	0.0
Rv1980c	687	0	0.0
Rv1981c	969	0	0.0
Rv1982c	420	0	0.0
Rv1982A	261	0	0.0
Rv1983	1677	1677	100.0
Rv1984c	654	13	1.9877675840978593
RV1984a	231	0	0.0
Rv1985c	912	0	0.0
Rv1986	600	0	0.0
Rv1987	429	0	0.0
Rv1988	540	0	0.0
Rv1989c	561	0	0.0
Rv1990c	342	0	0.0
Rv1991c	345	0	0.0
Rv1991A	249	0	0.0
Rv1992c	2316	0	0.0
Rv1993c	273	0	0.0
Rv1994c	357	0	0.0
Rv1995	768	0	0.0
Rv1996	954	0	0.0
Rv1997	2718	0	0.0
Rv1998c	777	0	0.0
Rv1999c	1323	0	0.0
Rv2000	1614	0	0.0
Rv2001	753	0	0.0
Rv2002	783	0	0.0
Rv2003c	858	0	0.0
Rv2004c	1497	0	0.0
Rv2005c	888	0	0.0
Rv2006	3984	0	0.0
Rv2007c	345	0	0.0
Rv2008c	1326	0	0.0
Rv2009	243	0	0.0
Rv2010	399	0	0.0
Rv2011c	432	0	0.0
Rv2012	495	0	0.0
Rv2015c	1257	0	0.0
Rv2016	576	0	0.0
Rv2017	1041	0	0.0
Rv2018	720	0	0.0
Rv2019	417	0	0.0
Rv2021c	306	0	0.0
Rv2022c	606	0	0.0
Rv2023c	360	0	0.0
Rv2024c	1548	0	0.0
Rv2025c	999	0	0.0
Rv2026c	885	0	0.0
Rv2027c	1722	0	0.0
Rv2028c	840	0	0.0
Rv2029c	1020	0	0.0
Rv2030c	2046	0	0.0
Rv2031c	435	0	0.0
Rv2032	996	0	0.0
Rv2033c	843	0	0.0
Rv2034	324	0	0.0
Rv2035	489	0	0.0
Rv2036	642	0	0.0
Rv2037c	975	0	0.0
Rv2038c	1074	0	0.0
Rv2039c	843	0	0.0
Rv2040c	903	0	0.0
Rv2041c	1320	0	0.0
Rv2042c	798	0	0.0
Rv2043c	561	0	0.0
Rv2044c	318	0	0.0
Rv2045c	1536	0	0.0
Rv2046	657	0	0.0
Rv2047c	2565	0	0.0
Rv2048c	12456	0	0.0
Rv2049c	225	0	0.0
Rv2050	336	0	0.0
Rv2051c	2625	0	0.0
Rv2052c	1605	0	0.0
Rv2053c	528	0	0.0
Rv2054	714	0	0.0
Rv2055c	267	0	0.0
Rv2056c	306	0	0.0
Rv2057c	165	0	0.0
Rv2058c	237	0	0.0
Rv2059	1536	0	0.0
Rv2060	402	0	0.0
Rv2061c	405	0	0.0
Rv2062c	3585	0	0.0
Rv2063	234	0	0.0
Rv2063A	411	0	0.0
Rv2064	1092	0	0.0
Rv2065	627	0	0.0
Rv2066	1527	0	0.0
Rv2067c	1224	0	0.0
Rv2068c	924	0	0.0
Rv2069	558	0	0.0
Rv2070c	735	0	0.0
Rv2071c	756	0	0.0
Rv2072c	1173	0	0.0
Rv2073c	750	12	1.6
Rv2074	414	0	0.0
Rv2075c	1464	0	0.0
Rv2076c	252	0	0.0
Rv2077c	972	0	0.0
Rv2077A	300	0	0.0
Rv2078	315	0	0.0
Rv2079	1971	0	0.0
Rv2080	564	0	0.0
Rv2081c	441	0	0.0
Rv2082	2166	0	0.0
Rv2083	945	0	0.0
Rv2084	1137	0	0.0
Rv2085	306	306	100.0
Rv2086	606	22	3.6303630363036308
Rv2088	1770	0	0.0
Rv2089c	1128	0	0.0
Rv2090	1182	0	0.0
Rv2091c	735	0	0.0
Rv2092c	2721	0	0.0
Rv2093c	927	0	0.0
Rv2094c	252	0	0.0
Rv2095c	951	0	0.0
Rv2096c	999	0	0.0
Rv2097c	1359	0	0.0
Rv2100	1653	0	0.0
Rv2101	3042	0	0.0
Rv2102	717	0	0.0
Rv2103c	435	0	0.0
Rv2104c	255	0	0.0
Rv2104a	258	0	0.0
Rv2107	297	297	100.0
Rv2108	732	732	100.0
Rv2109c	747	0	0.0
Rv2110c	876	0	0.0
Rv2111c	195	0	0.0
Rv2112c	1665	112	6.726726726726727
Rv2113	1194	0	0.0
Rv2114	624	0	0.0
Rv2115c	1830	0	0.0
Rv2116	570	0	0.0
Rv2117	294	0	0.0
Rv2118c	843	0	0.0
Rv2119	837	0	0.0
Rv2120c	483	0	0.0
Rv2121c	855	0	0.0
Rv2122c	282	0	0.0
Rv2123	1422	1422	100.0
Rv2124c	3579	4	0.11176306230790724
Rv2125	879	0	0.0
Rv2126c	771	771	100.0
Rv2127	1470	0	0.0
Rv2128	204	0	0.0
Rv2129c	882	0	0.0
Rv2130c	1245	0	0.0
Rv2131c	804	0	0.0
Rv2132	231	0	0.0
Rv2133c	789	0	0.0
Rv2134c	588	0	0.0
Rv2135c	711	0	0.0
Rv2136c	831	0	0.0
Rv2137c	414	0	0.0
Rv2138	1077	0	0.0
Rv2139	1074	0	0.0
Rv2140c	531	0	0.0
Rv2141c	1347	0	0.0
Rv2142c	318	0	0.0
Rv2142A	216	0	0.0
Rv2143	1059	0	0.0
Rv2144c	357	0	0.0
Rv2145c	783	0	0.0
Rv2146c	291	0	0.0
Rv2147c	726	0	0.0
Rv2148c	777	0	0.0
Rv2149c	753	0	0.0
Rv2150c	1140	0	0.0
Rv2151c	945	0	0.0
Rv2152c	1485	0	0.0
Rv2153c	1233	0	0.0
Rv2154c	1575	0	0.0
Rv2155c	1461	0	0.0
Rv2156c	1080	0	0.0
Rv2157c	1533	0	0.0
Rv2158c	1608	0	0.0
Rv2159c	1035	0	0.0
Rv2161c	867	0	0.0
Rv2162c	1599	1599	100.0
Rv2163c	2040	0	0.0
Rv2164c	1155	0	0.0
Rv2165c	1191	0	0.0
Rv2166c	432	0	0.0
Rv2169c	405	0	0.0
Rv2170	621	0	0.0
Rv2171	684	0	0.0
Rv2172c	906	0	0.0
Rv2173	1059	0	0.0
Rv2174	1551	0	0.0
Rv2175c	441	0	0.0
Rv2176	1200	0	0.0
Rv2177c	666	666	100.0
Rv2178c	1389	0	0.0
Rv2179c	507	0	0.0
Rv2180c	888	0	0.0
Rv2181	1284	0	0.0
Rv2182c	744	0	0.0
Rv2183c	396	0	0.0
Rv2184c	1140	0	0.0
Rv2185c	435	0	0.0
Rv2186c	390	0	0.0
Rv2187	1803	0	0.0
Rv2188c	1158	0	0.0
Rv2189c	774	0	0.0
Rv2190c	1158	0	0.0
Rv2191	1938	0	0.0
Rv2192c	1113	0	0.0
Rv2193	612	0	0.0
Rv2194	843	4	0.4744958481613286
Rv2195	1290	58	4.496124031007752
Rv2196	1650	0	0.0
Rv2197c	645	0	0.0
Rv2198c	900	0	0.0
Rv2199c	420	0	0.0
Rv2200c	1092	0	0.0
Rv2201	1959	0	0.0
Rv2202c	975	0	0.0
Rv2203	693	0	0.0
Rv2204c	357	0	0.0
Rv2205c	1077	0	0.0
Rv2206	711	0	0.0
Rv2207	1086	0	0.0
Rv2208	750	0	0.0
Rv2209	1539	0	0.0
Rv2210c	1107	0	0.0
Rv2211c	1140	0	0.0
Rv2212	1137	0	0.0
Rv2213	1548	0	0.0
Rv2214c	1779	0	0.0
Rv2215	1662	0	0.0
Rv2216	906	0	0.0
Rv2217	693	0	0.0
Rv2218	936	0	0.0
Rv2219	753	0	0.0
Rv2219A	423	0	0.0
Rv2220	1437	0	0.0
Rv2221c	2985	0	0.0
Rv2222c	1341	0	0.0
Rv2223c	1563	0	0.0
Rv2224c	1563	0	0.0
Rv2224d	222	0	0.0
Rv2225	846	0	0.0
Rv2226	1542	0	0.0
Rv2227	702	0	0.0
Rv2228c	1095	0	0.0
Rv2229c	738	0	0.0
Rv2230c	1140	0	0.0
Rv2231c	1095	0	0.0
Rv2231A	426	0	0.0
Rv2231B	177	0	0.0
Rv2232	876	0	0.0
Rv2234	492	0	0.0
Rv2235	816	0	0.0
Rv2236c	942	0	0.0
Rv2237	768	0	0.0
Rv2237A	237	0	0.0
Rv2238c	462	0	0.0
Rv2239c	477	0	0.0
Rv2240c	591	0	0.0
Rv2241	2706	0	0.0
Rv2242	1245	0	0.0
Rv2243	909	0	0.0
Rv2244	348	0	0.0
Rv2245	1251	0	0.0
Rv2246	1317	0	0.0
Rv2247	1422	0	0.0
Rv2248	816	0	0.0
Rv2249c	1551	0	0.0
Rv2250c	570	0	0.0
Rv2251	1428	0	0.0
Rv2252	930	0	0.0
Rv2253	504	0	0.0
Rv2254c	456	0	0.0
Rv2256a	195	0	0.0
Rv2256c	534	0	0.0
Rv2257c	819	0	0.0
Rv2258c	1062	0	0.0
Rv2259	1086	0	0.0
Rv2260	636	0	0.0
Rv2263	954	0	0.0
Rv2264c	1779	0	0.0
Rv2265	1230	0	0.0
Rv2266	1287	0	0.0
Rv2267c	1167	0	0.0
Rv2268c	1470	0	0.0
Rv2269c	333	0	0.0
Rv2270	528	0	0.0
Rv2271	300	0	0.0
Rv2272	369	0	0.0
Rv2273	330	0	0.0
Rv2274c	318	0	0.0
Rv2274A	249	0	0.0
Rv2275	870	0	0.0
Rv2276	1191	0	0.0
Rv2277c	906	19	2.097130242825607
Rv2281	1659	0	0.0
Rv2282c	939	0	0.0
Rv2283	195	0	0.0
Rv2284	1296	0	0.0
Rv2285	1338	0	0.0
Rv2286c	693	0	0.0
Rv2287	1629	0	0.0
Rv2288	378	0	0.0
Rv2289	783	0	0.0
Rv2290	516	0	0.0
Rv2291	855	0	0.0
Rv2292c	225	0	0.0
Rv2293c	741	0	0.0
Rv2294	1224	0	0.0
Rv2295	639	0	0.0
Rv2296	903	0	0.0
Rv2297	453	0	0.0
Rv2298	972	0	0.0
Rv2299c	1944	0	0.0
Rv2300c	933	0	0.0
Rv2301	693	0	0.0
Rv2302	243	0	0.0
Rv2303c	924	0	0.0
Rv2304c	210	0	0.0
Rv2305	1290	0	0.0
Rv2307c	846	0	0.0
Rv2307A	192	0	0.0
Rv2307B	432	0	0.0
Rv2307D	183	0	0.0
Rv2308	717	0	0.0
Rv2308a	333	0	0.0
Rv2309A	288	0	0.0
Rv2310	345	0	0.0
Rv2311	525	0	0.0
Rv2312	270	0	0.0
Rv2313c	855	0	0.0
Rv2314c	1374	0	0.0
Rv2315c	1518	0	0.0
Rv2316	873	0	0.0
Rv2317	825	0	0.0
Rv2318	1323	0	0.0
Rv2319c	879	0	0.0
Rv2320c	1431	0	0.0
Rv2323c	909	0	0.0
Rv2324	447	0	0.0
Rv2325c	849	0	0.0
Rv2326c	2094	0	0.0
Rv2327	492	0	0.0
Rv2328	1149	1149	100.0
Rv2329c	1548	0	0.0
Rv2330c	528	0	0.0
Rv2331	387	0	0.0
Rv2331A	339	0	0.0
Rv2332	1647	0	0.0
Rv2333c	1614	0	0.0
Rv2334	933	0	0.0
Rv2335	690	0	0.0
Rv2336	969	0	0.0
Rv2337c	1119	0	0.0
Rv2338c	957	0	0.0
Rv2339	2889	0	0.0
Rv2340c	1242	1242	100.0
Rv2341	420	0	0.0
Rv2342	258	0	0.0
Rv2343c	1920	0	0.0
Rv2344c	1296	0	0.0
Rv2345	1983	0	0.0
Rv2346c	285	0	0.0
Rv2347c	297	0	0.0
Rv2348c	327	0	0.0
Rv2349c	1527	0	0.0
Rv2350c	1539	0	0.0
Rv2351c	1539	0	0.0
Rv2352c	1176	1176	100.0
Rv2353c	1065	1065	100.0
Rv2357c	1392	0	0.0
Rv2358	408	0	0.0
Rv2359	393	0	0.0
Rv2360c	429	0	0.0
Rv2361c	891	0	0.0
Rv2362c	798	0	0.0
Rv2363	1455	0	0.0
Rv2364c	903	0	0.0
Rv2365c	342	0	0.0
Rv2366c	1308	0	0.0
Rv2367c	549	0	0.0
Rv2368c	1059	0	0.0
Rv2369c	303	0	0.0
Rv2370c	1314	0	0.0
Rv2371	186	186	100.0
Rv2372c	789	0	0.0
Rv2373c	1149	0	0.0
Rv2374c	1032	0	0.0
Rv2375	318	0	0.0
Rv2376c	507	0	0.0
Rv2377c	216	0	0.0
Rv2378c	1296	0	0.0
Rv2379c	4386	0	0.0
Rv2380c	5049	0	0.0
Rv2381c	3015	0	0.0
Rv2382c	1335	0	0.0
Rv2383c	4245	0	0.0
Rv2384	1698	0	0.0
Rv2385	921	0	0.0
Rv2386c	1353	0	0.0
Rv2386a	210	0	0.0
Rv2387	1254	0	0.0
Rv2388c	1128	0	0.0
Rv2389c	465	0	0.0
Rv2390c	558	0	0.0
Rv2391	1692	0	0.0
Rv2392	765	4	0.522875816993464
Rv2393	846	130	15.36643026004728
Rv2394	1932	0	0.0
Rv2395	2004	0	0.0
Rv2395A	216	0	0.0
Rv2395B	165	0	0.0
Rv2396	1086	1086	100.0
Rv2397c	1056	0	0.0
Rv2398c	819	0	0.0
Rv2399c	852	0	0.0
Rv2400c	1071	0	0.0
Rv2401	330	0	0.0
Rv2401A	204	0	0.0
Rv2402	1929	0	0.0
Rv2403c	756	0	0.0
Rv2404c	1962	0	0.0
Rv2405	570	0	0.0
Rv2406c	429	0	0.0
Rv2407	822	0	0.0
Rv2408	975	720	73.84615384615385
Rv2409c	840	243	28.92857142857143
Rv2410c	978	0	0.0
Rv2411c	1656	0	0.0
Rv2412	261	0	0.0
Rv2413c	951	0	0.0
Rv2414c	1545	0	0.0
Rv2415c	894	0	0.0
Rv2416c	1209	0	0.0
Rv2417c	843	0	0.0
Rv2418c	744	0	0.0
Rv2419c	672	0	0.0
Rv2420c	381	0	0.0
Rv2421c	636	0	0.0
Rv2422	273	0	0.0
Rv2423	1047	0	0.0
Rv2424c	1002	1002	100.0
Rv2425c	1443	0	0.0
Rv2426c	876	0	0.0
Rv2427c	1248	0	0.0
Rv2428	588	0	0.0
Rv2429	534	4	0.7490636704119851
Rv2430c	585	585	100.0
Rv2431c	300	300	100.0
Rv2432c	411	0	0.0
Rv2433c	291	0	0.0
Rv2434c	1446	0	0.0
Rv2435c	2193	0	0.0
Rv2436	915	0	0.0
Rv2437	420	0	0.0
Rv2438c	2040	0	0.0
Rv2438A	279	0	0.0
Rv2439c	1131	0	0.0
Rv2440c	1440	0	0.0
Rv2441c	261	0	0.0
Rv2442c	315	0	0.0
Rv2443	1476	0	0.0
Rv2444c	2862	0	0.0
Rv2445c	411	0	0.0
Rv2446c	372	0	0.0
Rv2447c	1464	0	0.0
Rv2448c	2631	0	0.0
Rv2449c	1260	0	0.0
Rv2450c	519	0	0.0
Rv2451	399	0	0.0
Rv2452c	147	0	0.0
Rv2453c	606	0	0.0
Rv2454c	1122	0	0.0
Rv2455c	1962	0	0.0
Rv2456c	1257	0	0.0
Rv2457c	1281	0	0.0
Rv2458	909	0	0.0
Rv2459	1527	0	0.0
Rv2460c	645	300	46.51162790697674
Rv2461c	603	300	49.75124378109453
Rv2462c	1401	0	0.0
Rv2463	1185	0	0.0
Rv2464c	807	0	0.0
Rv2465c	489	0	0.0
Rv2466c	624	0	0.0
Rv2467	2586	0	0.0
Rv2468c	504	0	0.0
Rv2468A	234	0	0.0
Rv2469c	669	0	0.0
Rv2470	387	0	0.0
Rv2471	1641	0	0.0
Rv2472	294	0	0.0
Rv2473	717	0	0.0
Rv2474c	654	0	0.0
Rv2475c	417	0	0.0
Rv2476c	4875	0	0.0
Rv2477c	1677	0	0.0
Rv2478c	486	0	0.0
Rv2481c	324	0	0.0
Rv2482c	2370	0	0.0
Rv2483c	1743	0	0.0
Rv2484c	1476	0	0.0
Rv2485c	1266	0	0.0
Rv2486	771	0	0.0
Rv2487c	2085	2085	100.0
Rv2488c	3414	210	6.151142355008787
Rv2489c	300	73	24.333333333333336
Rv2490c	4983	4983	100.0
Rv2490a	207	162	78.26086956521739
Rv2491	624	0	0.0
Rv2492	753	0	0.0
Rv2493	222	0	0.0
Rv2494	426	0	0.0
Rv2495c	1182	0	0.0
Rv2496c	1047	0	0.0
Rv2497c	1104	0	0.0
Rv2498c	822	0	0.0
Rv2499c	558	0	0.0
Rv2500c	1185	0	0.0
Rv2501c	1965	0	0.0
Rv2502c	1590	0	0.0
Rv2503c	657	0	0.0
Rv2504c	747	0	0.0
Rv2505c	1644	0	0.0
Rv2506	648	0	0.0
Rv2507	822	0	0.0
Rv2508c	1338	0	0.0
Rv2509	807	0	0.0
Rv2510c	1602	0	0.0
Rv2511	648	0	0.0
Rv2512c	1248	1248	100.0
Rv2512a	186	0	0.0
Rv2513	423	0	0.0
Rv2514c	462	0	0.0
Rv2515c	1248	0	0.0
Rv2516c	804	0	0.0
Rv2517c	252	0	0.0
Rv2518c	1227	0	0.0
Rv2519	1479	1479	100.0
Rv2520c	228	0	0.0
Rv2521	474	0	0.0
Rv2522c	1413	0	0.0
Rv2523c	393	0	0.0
Rv2524c	9210	0	0.0
Rv2525c	723	0	0.0
Rv2526	228	0	0.0
Rv2527	402	0	0.0
Rv2528c	921	0	0.0
Rv2529	1392	0	0.0
Rv2530c	420	0	0.0
Rv2530A	225	0	0.0
Rv2531c	2844	0	0.0
Rv2532c	402	0	0.0
Rv2533c	471	0	0.0
Rv2534c	564	0	0.0
Rv2535c	1119	0	0.0
Rv2536	693	0	0.0
Rv2537c	444	0	0.0
Rv2538c	1089	0	0.0
Rv2539c	531	0	0.0
Rv2540c	1206	0	0.0
Rv2541	408	0	0.0
Rv2542	1212	0	0.0
Rv2543	660	0	0.0
Rv2544	663	0	0.0
Rv2545	279	0	0.0
Rv2546	414	0	0.0
Rv2547	258	0	0.0
Rv2548	378	0	0.0
Rv2548A	375	0	0.0
Rv2549c	396	0	0.0
Rv2550c	246	0	0.0
Rv2551c	420	0	0.0
Rv2552c	810	0	0.0
Rv2553c	1254	0	0.0
Rv2554c	513	0	0.0
Rv2555c	2715	0	0.0
Rv2556c	390	0	0.0
Rv2557	675	0	0.0
Rv2558	711	0	0.0
Rv2559c	1359	0	0.0
Rv2560	978	0	0.0
Rv2563	1050	0	0.0
Rv2564	993	0	0.0
Rv2565	1752	0	0.0
Rv2566	3423	0	0.0
Rv2567	2655	0	0.0
Rv2568c	1026	0	0.0
Rv2569c	945	0	0.0
Rv2570	390	0	0.0
Rv2571c	1068	0	0.0
Rv2572c	1791	0	0.0
Rv2573	741	0	0.0
Rv2574	504	0	0.0
Rv2575	882	0	0.0
Rv2576c	465	0	0.0
Rv2577	1590	0	0.0
Rv2578c	1023	0	0.0
Rv2579	903	0	0.0
Rv2580c	1272	0	0.0
Rv2581c	675	0	0.0
Rv2582	927	0	0.0
Rv2583c	2373	0	0.0
Rv2584c	672	0	0.0
Rv2585c	1674	0	0.0
Rv2586c	1329	0	0.0
Rv2587c	1722	0	0.0
Rv2588c	348	0	0.0
Rv2589	1350	0	0.0
Rv2590	3507	0	0.0
Rv2591	1632	1632	100.0
Rv2592c	1035	0	0.0
Rv2593c	591	0	0.0
Rv2594c	567	0	0.0
Rv2595	246	0	0.0
Rv2596	405	0	0.0
Rv2597	621	0	0.0
Rv2598	495	0	0.0
Rv2599	432	0	0.0
Rv2600	402	0	0.0
Rv2601	1572	0	0.0
Rv2601A	288	0	0.0
Rv2602	441	0	0.0
Rv2603c	756	0	0.0
Rv2604c	597	0	0.0
Rv2605c	846	0	0.0
Rv2606c	900	0	0.0
Rv2607	675	0	0.0
Rv2608	1743	1743	100.0
Rv2609c	1056	0	0.0
Rv2610c	1137	0	0.0
Rv2611c	951	0	0.0
Rv2612c	654	0	0.0
Rv2613c	588	0	0.0
Rv2614c	2079	0	0.0
Rv2614A	228	4	1.7543859649122806
Rv2615c	1386	1386	100.0
Rv2616	501	0	0.0
Rv2617c	441	0	0.0
Rv2618	678	0	0.0
Rv2619c	354	0	0.0
Rv2620c	426	0	0.0
Rv2621c	675	0	0.0
Rv2622	822	0	0.0
Rv2623	894	0	0.0
Rv2624c	819	0	0.0
Rv2625c	1182	0	0.0
Rv2626c	432	0	0.0
Rv2627c	1242	0	0.0
Rv2628	363	0	0.0
Rv2629	1125	0	0.0
Rv2630	540	0	0.0
Rv2631	1299	0	0.0
Rv2632c	282	0	0.0
Rv2633c	486	0	0.0
Rv2634c	2337	2337	100.0
Rv2635	243	0	0.0
Rv2636	678	0	0.0
Rv2637	657	0	0.0
Rv2638	447	0	0.0
Rv2639c	333	0	0.0
Rv2640c	360	0	0.0
Rv2641	459	0	0.0
Rv2642	381	0	0.0
Rv2643	1497	0	0.0
Rv2644c	318	0	0.0
Rv2645	432	4	0.9259259259259258
Rv2646	999	999	100.0
Rv2647	465	0	0.0
Rv2650c	1440	1440	100.0
Rv2651c	534	534	100.0
Rv2652c	627	627	100.0
Rv2653c	324	324	100.0
Rv2654c	246	246	100.0
Rv2655c	1428	1428	100.0
Rv2656c	393	393	100.0
Rv2657c	261	261	100.0
Rv2658c	363	363	100.0
Rv2659c	1128	1128	100.0
Rv2660c	228	0	0.0
Rv2661c	390	0	0.0
Rv2662	273	0	0.0
Rv2663	234	0	0.0
Rv2664	255	0	0.0
Rv2665	282	0	0.0
Rv2667	759	0	0.0
Rv2668	522	0	0.0
Rv2669	471	0	0.0
Rv2670c	1110	0	0.0
Rv2671	777	0	0.0
Rv2672	1587	0	0.0
Rv2673	1302	0	0.0
Rv2674	411	0	0.0
Rv2675c	753	0	0.0
Rv2676c	696	0	0.0
Rv2677c	1359	0	0.0
Rv2678c	1074	0	0.0
Rv2679	831	0	0.0
Rv2680	633	51	8.056872037914692
Rv2681	1317	0	0.0
Rv2682c	1917	0	0.0
Rv2683	498	0	0.0
Rv2684	1290	0	0.0
Rv2685	1287	0	0.0
Rv2686c	759	0	0.0
Rv2687c	714	0	0.0
Rv2688c	906	0	0.0
Rv2689c	1218	0	0.0
Rv2690c	1974	0	0.0
Rv2691	684	0	0.0
Rv2692	663	0	0.0
Rv2693c	672	0	0.0
Rv2694c	369	0	0.0
Rv2695	708	0	0.0
Rv2696c	780	0	0.0
Rv2697c	465	5	1.0752688172043012
Rv2698	486	0	0.0
Rv2699c	303	0	0.0
Rv2700	651	0	0.0
Rv2701c	873	0	0.0
Rv2702	798	0	0.0
Rv2703	1587	0	0.0
Rv2704	429	0	0.0
Rv2705c	390	0	0.0
Rv2706c	258	0	0.0
Rv2707	975	0	0.0
Rv2708c	249	0	0.0
Rv2709	447	0	0.0
Rv2710	972	0	0.0
Rv2711	693	0	0.0
Rv2712c	1059	0	0.0
Rv2713	1407	0	0.0
Rv2714	975	0	0.0
Rv2715	1026	0	0.0
Rv2716	687	0	0.0
Rv2717c	495	0	0.0
Rv2718c	465	0	0.0
Rv2719c	498	0	0.0
Rv2720	711	0	0.0
Rv2721c	2100	0	0.0
Rv2722	249	0	0.0
Rv2723	1194	0	0.0
Rv2724c	1161	0	0.0
Rv2725c	1488	0	0.0
Rv2726c	870	0	0.0
Rv2727c	945	0	0.0
Rv2728c	696	0	0.0
Rv2729c	906	0	0.0
Rv2730	477	0	0.0
Rv2731	1353	0	0.0
Rv2732c	615	0	0.0
Rv2733c	1539	0	0.0
Rv2734	855	0	0.0
Rv2735c	993	0	0.0
Rv2736c	525	0	0.0
Rv2737c	2373	0	0.0
Rv2738c	207	0	0.0
Rv2739c	1167	0	0.0
Rv2740	450	0	0.0
Rv2741	1578	1578	100.0
Rv2742c	834	0	0.0
Rv2743c	813	0	0.0
Rv2744c	813	0	0.0
Rv2745c	339	0	0.0
Rv2746c	630	0	0.0
Rv2747	525	0	0.0
Rv2748c	2652	0	0.0
Rv2749	315	0	0.0
Rv2750	819	0	0.0
Rv2751	891	0	0.0
Rv2752c	1677	0	0.0
Rv2753c	903	0	0.0
Rv2754c	753	0	0.0
Rv2756c	1623	0	0.0
Rv2757c	417	0	0.0
Rv2758c	267	0	0.0
Rv2759c	396	0	0.0
Rv2760c	270	0	0.0
Rv2761c	1095	0	0.0
Rv2762c	420	2	0.4761904761904762
Rv2763c	480	0	0.0
Rv2764c	792	0	0.0
Rv2765	738	0	0.0
Rv2766c	783	0	0.0
Rv2767c	354	0	0.0
Rv2768c	1185	1185	100.0
Rv2769c	828	828	100.0
Rv2770c	1149	1149	100.0
Rv2771c	453	0	0.0
Rv2772c	474	0	0.0
Rv2773c	738	0	0.0
Rv2774c	405	0	0.0
Rv2775	462	0	0.0
Rv2776c	930	0	0.0
Rv2777c	1071	0	0.0
Rv2778c	471	0	0.0
Rv2779c	540	0	0.0
Rv2780	1116	0	0.0
Rv2781c	1035	0	0.0
Rv2782c	1317	0	0.0
Rv2783c	2259	0	0.0
Rv2784c	516	0	0.0
Rv2785c	270	0	0.0
Rv2786c	996	0	0.0
Rv2787	1764	0	0.0
Rv2788	687	0	0.0
Rv2789c	1233	0	0.0
Rv2790c	1206	0	0.0
Rv2791c	1380	1380	100.0
Rv2792c	582	1	0.1718213058419244
Rv2793c	897	0	0.0
Rv2794c	684	0	0.0
Rv2795c	975	0	0.0
Rv2796c	564	0	0.0
Rv2797c	1689	0	0.0
Rv2798c	327	0	0.0
Rv2799	630	0	0.0
Rv2800	1650	0	0.0
Rv2801c	357	0	0.0
Rv2801A	231	0	0.0
Rv2802c	1044	0	0.0
